1,0.7598,-1
2,0.7598,-0.07598
3,0.7598,-0.07598
4,0.7598,-0.07598
5,0.7598,-0.07598
6,0.7597,-0.07567
7,0.7594,-0.07504
8,0.7592,-0.07532
9,0.7588,-0.07468
10,0.7584,-0.07464
11,0.7579,-0.07429
12,0.7574,-0.07424
13,0.7567,-0.07357
14,0.756,-0.0735
15,0.7552,-0.07312
16,0.7541,-0.07211
17,0.7531,-0.07231
18,0.7521,-0.07221
19,0.7506,-0.07056
20,0.7493,-0.07103
21,0.7474,-0.06904
22,0.7451,-0.06761
23,0.7426,-0.06676
24,0.7397,-0.06527
25,0.7357,-0.06157
26,0.7321,-0.06241
27,0.7281,-0.06081
28,0.7238,-0.05948
29,0.7191,-0.05781
30,0.7126,-0.05176
31,0.7069,-0.05359
32,0.7009,-0.05209
33,0.6945,-0.05025
34,0.6876,-0.04806
35,0.6803,-0.04613
36,0.6705,-0.03765
37,0.6621,-0.04101
38,0.6535,-0.03955
39,0.6456,-0.04086
40,0.6423,-0.05433
41,0.6488,-0.08438
42,0.6366,-0.02706
43,0.6336,-0.05436
44,0.6356,-0.06956
45,0.6386,-0.07286
46,0.6403,-0.06913
47,0.6408,-0.06558
48,0.6404,-0.06284
49,0.6394,-0.06094
50,0.6372,-0.05712
51,0.6347,-0.05597
52,0.6315,-0.05355
53,0.6276,-0.05106
54,0.6231,-0.04881
55,0.6179,-0.04619
56,0.6105,-0.03885
57,0.6038,-0.04028
58,0.5967,-0.03837
59,0.5891,-0.03611
60,0.5811,-0.03411
61,0.5725,-0.03145
62,0.5657,-0.03617
63,0.5588,-0.03518
64,0.549,-0.0255
65,0.5412,-0.03072
66,0.5332,-0.02932
67,0.5221,-0.01891
68,0.5134,-0.02524
69,0.5048,-0.02468
70,0.4931,-0.01421
71,0.484,-0.0211
72,0.4751,-0.02081
73,0.4629,-0.00969
74,0.4505,-0.00785
75,0.4383,-0.00723
76,0.4265,-0.00725
77,0.4152,-0.00762
78,0.4042,-0.00742
79,0.3934,-0.00694
80,0.3829,-0.00679
81,0.3727,-0.00667
82,0.3629,-0.00689
83,0.3534,-0.00684
84,0.3443,-0.00713
85,0.3356,-0.00746
86,0.3273,-0.00783
87,0.3194,-0.00824
88,0.3118,-0.00838
89,0.3046,-0.00886
90,0.2978,-0.00938
91,0.2962,-0.02482
92,0.3029,-0.05039
93,0.3174,-0.07524
94,0.3375,-0.09405
95,0.3556,-0.08986
96,0.3688,-0.07648
97,0.3773,-0.06323
98,0.3822,-0.05292
99,0.3848,-0.04628
100,0.3844,-0.03724
101,0.3825,-0.03255
102,0.3793,-0.02833
103,0.3753,-0.02553
104,0.3706,-0.02296
105,0.364,-0.0166
106,0.3582,-0.01842
107,0.3524,-0.01784
108,0.3466,-0.01726
109,0.3407,-0.01637
110,0.3347,-0.01547
111,0.3274,-0.01084
112,0.3216,-0.01476
113,0.3161,-0.01511
114,0.311,-0.0158
115,0.3059,-0.01529
116,0.301,-0.0154
117,0.295,-0.0115
118,0.2904,-0.01524
119,0.2861,-0.01571
120,0.2821,-0.01621
121,0.2783,-0.01643
122,0.2745,-0.01605
123,0.2784,-0.03954
124,0.2951,-0.07961
125,0.3239,-0.11879
126,0.3515,-0.11795
127,0.3712,-0.09622
128,0.3819,-0.07029
129,0.3848,-0.04718
130,0.3808,-0.02608
131,0.3732,-0.01452
132,0.364,-0.0088
133,0.3544,-0.00664
134,0.345,-0.0063
135,0.3341,-0.00071
136,0.3261,-0.00861
137,0.3193,-0.01153
138,0.3135,-0.01395
139,0.3083,-0.01523
140,0.3035,-0.01595
141,0.2979,-0.01299
142,0.2938,-0.01708
143,0.2899,-0.01729
144,0.2863,-0.01783
145,0.2828,-0.01778
146,0.2793,-0.01743
147,0.2862,-0.04932
148,0.3108,-0.10488
149,0.3471,-0.14361
150,0.3775,-0.12895
151,0.3965,-0.09665
152,0.4035,-0.06135
153,0.3977,-0.02237
154,0.3853,-0.00133
155,0.3697,0.00983
156,0.3538,0.01232
157,0.3391,0.01019
158,0.3265,0.00515
159,0.3141,0.00579
160,0.3067,-0.00847
161,0.3017,-0.01517
162,0.2984,-0.01994
163,0.296,-0.0224
164,0.2937,-0.02247
165,0.2908,-0.02038
166,0.2881,-0.02071
167,0.2852,-0.01982
168,0.2828,-0.02108
169,0.2794,-0.01774
170,0.2915,-0.06545
171,0.3201,-0.11781
172,0.3563,-0.14423
173,0.3838,-0.12088
174,0.3983,-0.08333
175,0.3999,-0.04479
176,0.3877,-0.00217
177,0.3702,0.01548
178,0.3506,0.02374
179,0.3319,0.02291
180,0.3161,0.01579
181,0.3037,0.00683
182,0.2934,0.00156
183,0.2888,-0.01508
184,0.287,-0.0233
185,0.2868,-0.02808
186,0.2871,-0.02961
187,0.287,-0.0284
188,0.2858,-0.02498
189,0.2836,-0.02176
190,0.2795,-0.01565
191,0.2742,-0.01152
192,0.2702,-0.01502
193,0.2894,-0.08654
194,0.3387,-0.18177
195,0.4075,-0.24715
196,0.4717,-0.23977
197,0.4954,-0.12064
198,0.4905,-0.03435
199,0.4642,0.03248
200,0.427,0.0689
201,0.3879,0.07851
202,0.3459,0.09141
203,0.3216,0.04074
204,0.3085,0.00845
205,0.305,-0.02
206,0.3076,-0.03856
207,0.3133,-0.04843
208,0.3207,-0.05427
209,0.3249,-0.04509
210,0.3259,-0.03559
211,0.329,-0.0422
212,0.3473,-0.08963
213,0.3735,-0.11595
214,0.3964,-0.10834
215,0.4023,-0.05793
216,0.3958,-0.02008
217,0.3796,0.01064
218,0.3584,0.02776
219,0.3309,0.04941
220,0.3114,0.02736
221,0.2977,0.01133
222,0.2899,-0.00559
223,0.287,-0.02
224,0.2874,-0.02994
225,0.2896,-0.03556
226,0.2925,-0.03795
227,0.3177,-0.10737
228,0.3648,-0.17778
229,0.4383,-0.26433
230,0.4974,-0.22704
231,0.5284,-0.14584
232,0.5236,-0.03796
233,0.4901,0.05149
234,0.4415,0.10165
235,0.3901,0.11519
236,0.3458,0.09832
237,0.3084,0.08136
238,0.2947,0.01163
239,0.2955,-0.03195
240,0.3063,-0.06303
241,0.3213,-0.07713
242,0.3356,-0.07646
243,0.3457,-0.06487
244,0.3498,-0.04728
245,0.3459,-0.02289
246,0.3364,-0.00514
247,0.3233,0.00697
248,0.3092,0.01138
249,0.293,0.0193
250,0.328,-0.1378
251,0.3857,-0.21167
252,0.4889,-0.35849
253,0.5714,-0.30464
254,0.6156,-0.19416
255,0.6157,-0.06187
256,0.5653,0.09467
257,0.4982,0.15148
258,0.4279,0.16811
259,0.369,0.1398
260,0.3287,0.08803
261,0.309,0.0282
262,0.3102,-0.03462
263,0.3578,-0.17858
264,0.4461,-0.30951
265,0.526,-0.2923
266,0.5771,-0.21101
267,0.5909,-0.10049
268,0.5611,0.03329
269,0.5088,0.10602
270,0.4472,0.14008
271,0.3902,0.13198
272,0.3468,0.09552
273,0.3209,0.04561
274,0.3151,-0.01411
275,0.4016,-0.29966
276,0.5468,-0.49028
277,0.6826,-0.47566
278,0.7694,-0.33734
279,0.7926,-0.14886
280,0.7415,0.07915
281,0.6535,0.19865
282,0.5519,0.24961
283,0.4606,0.22784
284,0.3943,0.15947
285,0.3584,0.07186
286,0.353,-0.0191
287,0.3741,-0.10071
288,0.4072,-0.14002
289,0.4406,-0.14426
290,0.4654,-0.12094
291,0.477,-0.0825
292,0.4717,-0.03127
293,0.4531,0.01049
294,0.4265,0.03715
295,0.3973,0.04787
296,0.4239,-0.12219
297,0.4717,-0.19057
298,0.5928,-0.42258
299,0.6691,-0.29581
300,0.7025,-0.17045
301,0.6878,-0.02468
302,0.6368,0.08932
303,0.5656,0.15704
304,0.4744,0.22616
305,0.4407,0.05703
306,0.5481,-0.37701
307,0.6956,-0.51206
308,0.8254,-0.47194
309,0.9017,-0.31907
310,0.9055,-0.10195
311,0.8424,0.10506
312,0.7428,0.22452
313,0.634,0.263
314,0.5392,0.23048
315,0.4726,0.15254
316,0.4349,0.06961
317,0.4613,-0.12533
318,0.649,-0.628
319,0.8746,-0.76426
320,1.0678,-0.68638
321,1.193,-0.4949
322,1.2243,-0.21633
323,1.154,0.0955
324,1.0266,0.27954
325,0.8782,0.35738
326,0.7677,0.25473
327,0.7647,-0.06747
328,0.8523,-0.34803
329,0.9386,-0.35276
330,1.0027,-0.29257
331,1.0266,-0.17436
332,1.011,-0.0543
333,0.9641,0.04429
334,0.8801,0.16399
335,0.8065,0.14015
336,0.744,0.1131
337,0.699,0.0651
338,0.671,0.0169
339,0.6576,-0.02556
340,0.7177,-0.25207
341,0.9486,-0.78756
342,1.2095,-0.90365
343,1.4207,-0.77567
344,1.55,-0.5429
345,1.5786,-0.24366
346,1.4875,0.12455
347,1.3426,0.30044
348,1.1748,0.38592
349,1.0202,0.36178
350,0.902,0.2644
351,0.8888,-0.04928
352,0.995,-0.4181
353,1.1011,-0.42841
354,1.1868,-0.37578
355,1.2272,-0.24392
356,1.2203,-0.10133
357,1.1745,0.01995
358,1.0834,0.16496
359,1.1043,-0.17313
360,1.248,-0.5559
361,1.3931,-0.57461
362,1.4922,-0.44652
363,1.5202,-0.23602
364,1.4617,0.02933
365,1.358,0.1753
366,1.235,0.2455
367,1.1187,0.23703
368,1.0244,0.18046
369,0.9583,0.10247
370,0.9132,0.04398
371,0.9025,-0.05815
372,0.9075,-0.10575
373,0.9221,-0.13601
374,1.0228,-0.40438
375,1.2198,-0.71298
376,1.4282,-0.76802
377,1.5201,-0.42771
378,1.5186,-0.14736
379,1.4389,0.09521
380,1.315,0.2402
381,1.1437,0.39953
382,1.0211,0.26569
383,0.9359,0.16201
384,0.8897,0.04963
385,0.873,-0.0372
386,0.8789,-0.10559
387,0.947,-0.299
388,1.0664,-0.46484
389,1.1386,-0.33046
390,1.1639,-0.19229
391,1.1416,-0.04726
392,1.0847,0.06223
393,1.0088,0.12682
394,0.9104,0.20416
395,0.9194,-0.11894
396,1.0073,-0.36443
397,1.101,-0.3912
398,1.1643,-0.30633
399,1.1813,-0.16913
400,1.1416,0.00494
401,1.0719,0.10191
402,0.9886,0.15104
403,0.9083,0.15007
404,0.8412,0.11718
405,0.792,0.0684
406,0.7555,0.03395
407,0.7437,-0.03897
408,0.7436,-0.07406
409,0.7486,-0.08986
410,0.7521,-0.08571
411,0.7505,-0.07025
412,0.784,-0.1789
413,0.864,-0.3264
414,0.9322,-0.29782
415,0.9665,-0.19955
416,0.96,-0.0765
417,0.9189,0.03141
