1,0.7598,-1,
2,0.7598,-0.03799,
3,0.7598,-0.03799,
4,0.7598,-0.03799,
5,0.7598,-0.03799,
6,0.7598,-0.03799,
7,0.7597,-0.037685,
8,0.7595,-0.037375,
9,0.7593,-0.037365,
10,0.7589,-0.036745,
11,0.7583,-0.036115,
12,0.758,-0.037,
13,0.7575,-0.036375,
14,0.7567,-0.035435,
15,0.7558,-0.03509,
16,0.7549,-0.035045,
17,0.7542,-0.03561,
18,0.7532,-0.03466,
19,0.7523,-0.034915,
20,0.751,-0.03365,
21,0.7487,-0.030535,
22,0.747,-0.03225,
23,0.7441,-0.028505,
24,0.7425,-0.032325,
25,0.7397,-0.028585,
26,0.7371,-0.029055,
27,0.7344,-0.02862,
28,0.7315,-0.027875,
29,0.7292,-0.02956,
30,0.7252,-0.02426,
31,0.7226,-0.02833,
32,0.7143,-0.010815,
33,0.7092,-0.02016,
34,0.7044,-0.02082,
35,0.7015,-0.026375,
36,0.7003,-0.031415,
37,0.7134,-0.07497,
38,0.7078,-0.01859,
39,0.7103,-0.043015,
40,0.7166,-0.05473,
41,0.7274,-0.06877,
42,0.7339,-0.056195,
43,0.7415,-0.059875,
44,0.7486,-0.05873,
45,0.7537,-0.052985,
46,0.76,-0.0569,
47,0.7631,-0.047455,
48,0.7702,-0.05981,
49,0.7756,-0.05498,
50,0.7791,-0.049455,
51,0.7823,-0.048715,
52,0.7871,-0.053755,
53,0.7904,-0.04942,
54,0.7929,-0.047145,
55,0.7947,-0.045135,
56,0.796,-0.0437,
57,0.7969,-0.042545,
58,0.797,-0.04015,
59,0.7967,-0.038935,
60,0.7956,-0.03648,
61,0.7945,-0.036425,
62,0.7927,-0.034235,
63,0.7904,-0.03262,
64,0.7884,-0.03342,
65,0.7854,-0.03027,
66,0.7828,-0.03134,
67,0.779,-0.02755,
68,0.7747,-0.025835,
69,0.7712,-0.02806,
70,0.7664,-0.02392,
71,0.7612,-0.02246,
72,0.7571,-0.025555,
73,0.7529,-0.025045,
74,0.747,-0.01965,
75,0.7407,-0.018135,
76,0.7343,-0.017515,
77,0.7263,-0.012315,
78,0.72,-0.0171,
79,0.7153,-0.021665,
80,0.7075,-0.011975,
81,0.701,-0.01555,
82,0.6977,-0.024985,
83,0.6897,-0.010485,
84,0.6828,-0.01344,
85,0.6746,-0.00913,
86,0.6699,-0.019395,
87,0.6654,-0.01977,
88,0.6614,-0.02107,
89,0.6681,-0.053505,
90,0.6825,-0.077325,
91,0.7026,-0.09543,
92,0.7164,-0.07722,
93,0.7303,-0.078215,
94,0.7402,-0.06671,
95,0.7467,-0.056835,
96,0.7508,-0.04984,
97,0.7513,-0.039065,
98,0.7505,-0.035125,
99,0.7476,-0.02868,
100,0.744,-0.0264,
101,0.7398,-0.02439,
102,0.7349,-0.022045,
103,0.7309,-0.024545,
104,0.7254,-0.01977,
105,0.7193,-0.017665,
106,0.7145,-0.021325,
107,0.7097,-0.021085,
108,0.7014,-0.01017,
109,0.6943,-0.013415,
110,0.6875,-0.013975,
111,0.6811,-0.014855,
112,0.6765,-0.020025,
113,0.6704,-0.01522,
114,0.6626,-0.00973,
115,0.6579,-0.018795,
116,0.6506,-0.01063,
117,0.6465,-0.020025,
118,0.64,-0.0125,
119,0.635,-0.01675,
120,0.6312,-0.02016,
121,0.6266,-0.01753,
122,0.6297,-0.040785,
123,0.6513,-0.097365,
124,0.6806,-0.12193,
125,0.7153,-0.139865,
126,0.7281,-0.074805,
127,0.731,-0.04525,
128,0.7292,-0.03106,
129,0.7225,-0.016025,
130,0.717,-0.01935,
131,0.7112,-0.01816,
132,0.7009,-0.004145,
133,0.6943,-0.014915,
134,0.688,-0.0155,
135,0.6798,-0.00939,
136,0.6716,-0.00898,
137,0.6618,-0.00369,
138,0.6565,-0.016925,
139,0.6503,-0.013915,
140,0.6461,-0.019705,
141,0.6406,-0.01553,
142,0.6365,-0.019525,
143,0.6248,0.00386,
144,0.6197,-0.015685,
145,0.6158,-0.01909,
146,0.6246,-0.05763,
147,0.6701,-0.170005,
148,0.6991,-0.121955,
149,0.7266,-0.11883,
150,0.7388,-0.07354,
151,0.7457,-0.057985,
152,0.7395,-0.018375,
153,0.7276,-0.00068,
154,0.7129,0.008455,
155,0.6944,0.02078,
156,0.6811,0.005845,
157,0.6664,0.01078,
158,0.6601,-0.014105,
159,0.6571,-0.023855,
160,0.6542,-0.02401,
161,0.6521,-0.026305,
162,0.6465,-0.015525,
163,0.6436,-0.02348,
164,0.6378,-0.01449,
165,0.6349,-0.023045,
166,0.6291,-0.014055,
167,0.6268,-0.02444,
168,0.6345,-0.054825,
169,0.6576,-0.10218,
170,0.7096,-0.19148,
171,0.737,-0.11905,
172,0.7466,-0.06613,
173,0.7372,-0.00866,
174,0.7226,0.00767,
175,0.6889,0.066655,
176,0.6717,0.018015,
177,0.6505,0.031075,
178,0.6396,0.00072,
179,0.6332,-0.01246,
180,0.6309,-0.024645,
181,0.629,-0.02575,
182,0.6286,-0.03023,
183,0.628,-0.0296,
184,0.6271,-0.028655,
185,0.6236,-0.02068,
186,0.6197,-0.019285,
187,0.6139,-0.013295,
188,0.6045,-0.002025,
189,0.5997,-0.015585,
190,0.6138,-0.07299,
191,0.6466,-0.13073,
192,0.7466,-0.33733,
193,0.8258,-0.27889,
194,0.8439,-0.096495,
195,0.8421,-0.036705,
196,0.8157,0.038415,
197,0.7829,0.059255,
198,0.7489,0.064555,
199,0.726,0.0324,
200,0.7013,0.039035,
201,0.6785,0.034475,
202,0.667,0.00115,
203,0.6622,-0.01871,
204,0.6619,-0.032195,
205,0.6641,-0.039805,
206,0.6673,-0.042965,
207,0.6683,-0.036415,
208,0.6894,-0.09777,
209,0.7175,-0.120175,
210,0.7345,-0.087725,
211,0.7469,-0.074545,
212,0.7483,-0.041615,
213,0.7404,-0.01332,
214,0.7256,0.00812,
215,0.7024,0.03448,
216,0.6698,0.06431,
217,0.6552,0.01104,
218,0.6492,-0.01446,
219,0.6462,-0.02331,
220,0.6457,-0.030785,
221,0.6459,-0.032895,
222,0.6458,-0.03199,
223,0.6746,-0.12013,
224,0.7208,-0.17464,
