1,0.7598,-0.60784,
2,0.7598,-0.22794,
3,0.7598,-0.22794,
4,0.7598,-0.22794,
5,0.7597,-0.22786,
6,0.7594,-0.22767,
7,0.7586,-0.22718,
8,0.7579,-0.22702,
9,0.7568,-0.22649,
10,0.7555,-0.226,
11,0.7544,-0.22577,
12,0.7534,-0.22552,
13,0.7508,-0.22394,
14,0.749,-0.2238,
15,0.7469,-0.22302,
16,0.7437,-0.22151,
17,0.7388,-0.21919,
18,0.7317,-0.21596,
19,0.7276,-0.21623,
20,0.7231,-0.21468,
21,0.7162,-0.21141,
22,0.7084,-0.20862,
23,0.6995,-0.2054,
24,0.6946,-0.20593,
25,0.6811,-0.19758,
26,0.6689,-0.19457,
27,0.659,-0.19275,
28,0.6446,-0.18618,
29,0.6329,-0.18402,
30,0.6161,-0.17643,
31,0.5977,-0.17011,
32,0.583,-0.16755,
33,0.5566,-0.15378,
34,0.5335,-0.1485,
35,0.509,-0.14045,
36,0.4895,-0.1371,
37,0.4551,-0.11933,
38,0.4258,-0.11309,
39,0.3931,-0.10158,
40,0.3806,-0.10793,
41,0.3536,-0.09258,
42,0.3231,-0.08168,
43,0.2908,-0.07109,
44,0.2671,-0.06828,
45,0.2497,-0.06621,
46,0.2258,-0.05579,
47,0.1943,-0.04254,
48,0.1681,-0.03733,
49,0.1413,-0.02899,
50,0.1072,-0.01511,
51,0.0794,-0.00992,
52,0.0516,-0.00158,
53,0.0168,0.01236,
54,-0.004,0.0116,
55,-0.0377,0.02816,
56,-0.0575,0.02715,
57,-0.0892,0.04261,
58,-0.1195,0.051,
59,-0.1366,0.04953,
60,-0.1577,0.05786,
61,-0.1722,0.05891,
62,-0.1982,0.07246,
63,-0.2129,0.07122,
64,-0.2248,0.07339,
65,-0.234,0.0748,
66,-0.2416,0.07628,
67,-0.2445,0.0748,
68,-0.244,0.07295,
69,-0.2426,0.07208,
70,-0.2359,0.06742,
71,-0.2242,0.06141,
72,-0.2148,0.05974,
73,-0.1911,0.04548,
74,-0.1767,0.04581,
75,-0.1498,0.03149,
76,-0.1317,0.03046,
77,-0.1059,0.01887,
78,-0.0709,0.00377,
79,-0.041,-0.00265,
80,-0.0022,-0.01874,
81,0.0214,-0.01822,
82,0.045,-0.0253,
